ResponseName,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseDay,ReleaseDecade,ReleaseQuarter,Genre,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsRPG,GenreIsFreeToPlay,GenreIsSimulation,GenreIsEarlyAccess,GenreIsMassivelyMultiplayer,GenreIsNonGame,GenreIsStrategy,GenreIsSports,GenreIsRacing,PriceInitial,PriceFinal,DiscountPct,PriceCurrency,PriceCategory,IsFree,FreeOrPaid,Metacritic,MetacriticCategory,ReviewCategory,RequiredAge,AgeRating,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,PopularityCategory,RecommendationCount,PlatformWindows,PlatformLinux,PlatformMac,PlatformCategory,PCReqsHaveMin,PCReqsHaveRec,LinuxReqsHaveMin,LinuxReqsHaveRec,MacReqsHaveMin,MacReqsHaveRec,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,CategoryIncludeSrcSDK,DLCCount,DemoCount,MovieCount,ScreenshotCount,AchievementCount,AchievementHighlightedCount,PublisherCount,DeveloperCount,PackageCount,ControllerSupport,FreeVerAvail,PurchaseAvail,SubscriptionAvail,LanguageCount
S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,2010,February,Thursday,2010s,Q1.0,Action,0,1,0,0,1,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,80,High,Good,0,All ages,851731,24128,504152,Popular,4515,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20,0,0,1,1,2,0,0,1,0,1
Cargo! The Quest for Gravity,2011-04-21,2011,April,Thursday,2010s,Q2.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,74609,7148,32821,Emerging,289,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9,52,10,3,1,1,0,0,1,0,1
Gratuitous Space Battles,2009-11-16,2009,November,Monday,2000s,Q4.0,Indie,1,0,0,0,0,0,1,0,0,0,1,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,72,Mid Range,Good,0,All ages,561902,19605,332335,Popular,574,1,1,1,All Platforms,1,0,0,0,1,0,1,1,0,0,0,0,0,0,7,1,2,12,0,0,1,1,4,0,0,1,0,1
The Bards Tale,2009-12-11,2009,December,Friday,2000s,Q4.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,70,Mid Range,Good,0,All ages,354036,15566,96131,Emerging,467,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,16,0,0,1,1,1,0,0,1,0,1
Trino,2011-01-27,2011,January,Thursday,2010s,Q1.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,6636,2132,3766,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,37,10,1,1,1,0,0,1,0,1
Lead and Gold: Gangs of the Wild West,2010-04-08,2010,April,Thursday,2010s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,70,Mid Range,Good,17,Teen,378248,16089,236203,Popular,1216,1,0,0,Windows Only,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,22,82,10,1,1,2,0,0,1,0,1
Hamiltons Great Adventure,2011-05-31,2011,May,Tuesday,2010s,Q2.0,Indie,1,0,1,1,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,77,High,Good,0,All ages,88419,7782,51473,Emerging,229,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,10,26,10,1,1,1,0,0,1,0,1
War of the Roses,2013-02-06,2013,February,Wednesday,2010s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,0,Paid,73,Mid Range,Good,0,All ages,1264953,29388,713273,Popular,4417,1,0,0,Windows Only,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,8,21,10,1,1,2,0,0,1,0,1
Krater,2012-06-12,2012,June,Tuesday,2010s,Q2.0,Indie,1,1,1,0,1,0,0,0,0,0,1,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,52,Mid Range,Average,0,All ages,211094,12022,157648,Emerging,656,1,0,1,Two Platforms,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,3,16,41,10,1,1,3,0,0,1,0,1
Nancy Drew(r) Dossier(tm): Resorting to Danger!,2009-11-19,2009,November,Thursday,2000s,Q4.0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,77,High,Good,0,All ages,11120,2760,4663,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,1,1,2,0,0,1,0,1
Nancy Drew(r):  Secrets Can Kill REMASTERED,2011-07-25,2011,July,Monday,2010s,Q3.0,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,13631,3055,8250,Small,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,1,1,2,0,0,1,0,1
Nancy Drew: The Captive Curse,2011-07-25,2011,July,Monday,2010s,Q3.0,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,8967,2478,7353,Small,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,1,1,1,0,0,1,0,1
Nancy Drew: Trail of the Twister,2011-07-25,2011,July,Monday,2010s,Q3.0,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,15245,3231,7891,Small,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,1,1,2,0,0,1,0,1
DogFighter,2010-06-14,2010,June,Monday,2010s,Q2.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,282655,13910,140072,Emerging,325,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,13,29,10,1,1,2,0,0,1,0,1
Transformers(tm): War for Cybertron(tm),2010-06-22,2010,June,Tuesday,2010s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,75,High,Good,0,All ages,216834,12185,175583,Emerging,1266,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,14,0,0,1,1,1,0,0,1,0,1
Singularity(tm),2010-06-30,2010,June,Wednesday,2010s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,29.99,29.99,0.0,USD,Mid range,0,Paid,76,High,Good,0,All ages,149040,10103,106534,Emerging,1677,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,1,0,1
Call of Duty(r): Modern Warfare(r) 3,2011-11-08,2011,November,Tuesday,2010s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,39.99,39.99,0.0,USD,Premium,0,Paid,0,Unrated,Unrated,17,Teen,3398675,48029,3068492,Blockbuster,19250,1,0,1,Two Platforms,1,0,0,0,1,0,1,1,1,0,0,0,0,0,4,0,4,13,76,10,2,3,4,0,0,1,0,1
Call of Duty(r): Black Ops,2010-11-09,2010,November,Tuesday,2010s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,39.99,39.99,0.0,USD,Premium,0,Paid,81,High,Good,17,Teen,3628063,49608,3441001,Blockbuster,11095,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,2,12,68,10,1,1,5,0,0,1,0,1
For The Glory: A Europa Universalis Game,2009-11-11,2009,November,Wednesday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,28337,4406,10223,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,1,1,1,0,0,1,0,1
Arsenal of Democracy: A Hearts of Iron Game,2010-02-23,2010,February,Tuesday,2010s,Q1.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,2.49,0.7508,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,55957,6191,26006,Emerging,125,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,1,1,1,0,0,1,0,1
Hearts of Iron III: Semper Fi,2010-06-07,2010,June,Monday,2010s,Q2.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,4.99,1.69,0.6613,USD,Budget,0,Paid,65,Mid Range,Average,0,All ages,0,0,0,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,9,0,0,1,1,3,0,0,1,0,1
Magicka,2011-01-25,2011,January,Tuesday,2010s,Q1.0,Action,0,1,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,74,Mid Range,Good,0,All ages,3643666,49713,3083199,Blockbuster,17631,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,24,1,2,15,88,10,1,1,6,1,0,1,0,1
The Kings Crusade,2010-10-08,2010,October,Friday,2010s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,71,Mid Range,Good,0,All ages,79273,7368,41788,Emerging,0,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,16,0,0,1,1,2,0,0,1,0,1
Elven Legacy: Magic,2009-12-03,2009,December,Thursday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,1.99,1.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,50039,5854,5739,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,2,0,0,1,0,1
Elven Legacy: Siege,2009-11-17,2009,November,Tuesday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,1.99,1.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,49680,5833,4304,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,1,1,2,0,0,1,0,1
Elven Legacy: Ranger,2009-10-20,2009,October,Tuesday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,1.99,1.99,0.0,USD,Budget,0,Paid,68,Mid Range,Average,0,All ages,51115,5917,4125,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,1,1,2,0,0,1,0,1
Victoria II,2010-08-30,2010,August,Monday,2010s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,19.99,4.99,0.7504,USD,Budget,0,Paid,75,High,Good,0,All ages,401743,16581,283910,Popular,2640,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,13,0,0,1,1,3,0,0,1,0,1
Victoria I Complete,2010-08-20,2010,August,Friday,2010s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,2.49,0.7508,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,153344,10247,42327,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,1,2,0,0,1,0,1
Sword of the Stars II: Enhanced Edition,2012-11-30,2012,November,Friday,2010s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,65,Mid Range,Average,0,All ages,161235,10508,90392,Emerging,643,1,0,0,Windows Only,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17,14,10,1,1,2,0,0,1,0,1
Front Mission Evolved,2010-09-28,2010,September,Tuesday,2010s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,63,Mid Range,Average,0,All ages,282117,13897,115680,Emerging,569,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,3,6,27,10,1,1,1,0,0,1,0,1
World of Zoo,2009-10-30,2009,October,Friday,2000s,Q4.0,Simulation,0,0,0,0,0,0,1,0,0,0,0,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,50397,5875,17397,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,1,0,0,1,0,1
Metro 2033,2010-03-15,2010,March,Monday,2010s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,81,High,Good,0,All ages,4710079,56438,3083019,Blockbuster,15639,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,41,48,10,1,1,1,1,0,1,0,1
The Haunted: Hells Reach,2011-10-24,2011,October,Monday,2010s,Q4.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,8.99,8.99,0.0,USD,Budget,0,Paid,51,Mid Range,Average,17,Teen,59903,6405,46990,Emerging,398,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,12,28,10,1,1,2,0,0,1,0,1
M.U.D. TV,2010-04-19,2010,April,Monday,2010s,Q2.0,Strategy,0,0,0,0,0,0,1,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,53,Mid Range,Average,0,All ages,45017,5553,24033,Emerging,131,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,1,1,1,0,0,1,0,1
Nancy Drew(r): Warnings at Waverly Academy,2010-01-13,2010,January,Wednesday,2010s,Q1.0,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,76,High,Good,0,All ages,13989,3095,7712,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,15,10,1,1,2,0,0,1,0,1
Super Laser  Racer,2010-02-18,2010,February,Thursday,2010s,Q1.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,1,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,43223,5441,30310,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,10,23,10,1,1,1,0,0,1,0,1
Galcon Fusion,2010-02-11,2010,February,Thursday,2010s,Q1.0,Indie,1,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,68,Mid Range,Average,0,All ages,173431,10898,66897,Emerging,146,1,1,1,All Platforms,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,8,136,10,1,1,1,0,0,1,0,1
F1 2010(tm),2010-09-21,2010,September,Tuesday,2010s,Q3.0,Simulation,0,0,0,0,0,0,1,0,0,0,0,1,1,9.99,9.99,0.0,USD,Budget,0,Paid,84,High,Good,0,All ages,86626,7703,76582,Emerging,250,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,0,0,1,1,1,0,0,1,0,1
Operation Flashpoint: Red River,2011-06-06,2011,June,Monday,2010s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,67,Mid Range,Average,17,Teen,625392,20682,201410,Popular,991,1,0,0,Windows Only,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9,0,0,1,1,2,0,0,1,0,1
GRID 2,2013-05-27,2013,May,Monday,2010s,Q2.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,1,29.99,29.99,0.0,USD,Mid range,0,Paid,80,High,Good,0,All ages,1053858,26832,816220,Popular,9495,1,0,1,Two Platforms,1,1,0,0,1,1,1,1,0,0,0,0,0,0,12,1,5,20,60,10,2,2,3,1,0,1,0,1
F1 2011,2011-09-19,2011,September,Monday,2010s,Q3.0,Simulation,0,0,0,0,0,0,1,0,0,0,0,1,1,14.99,14.99,0.0,USD,Mid range,0,Paid,83,High,Good,0,All ages,69588,6904,57392,Emerging,171,1,0,0,Windows Only,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,12,0,0,1,1,1,0,0,1,0,1
GTR - FIA GT Racing Game,2012-09-25,2012,September,Tuesday,2010s,Q3.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,1,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,72278,7036,27620,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,1,0,1
RACE Injection,2011-11-18,2011,November,Friday,2010s,Q4.0,Racing,0,0,0,0,0,0,0,0,0,0,0,0,1,12.99,12.99,0.0,USD,Mid range,0,Paid,72,Mid Range,Good,0,All ages,157469,10384,43761,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,14,0,0,2,1,2,0,0,1,0,1
GT Legends,2012-11-28,2012,November,Wednesday,2010s,Q4.0,Simulation,0,0,0,0,0,0,1,0,0,0,0,1,1,7.99,7.99,0.0,USD,Budget,0,Paid,84,High,Good,0,All ages,128594,9384,59903,Emerging,171,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,0,0,1,1,2,0,0,1,0,1
Sol Survivor,2010-03-15,2010,March,Monday,2010s,Q1.0,Indie,1,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,75,High,Good,0,All ages,96849,8144,71740,Emerging,250,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,10,26,10,1,1,2,0,0,1,0,1
Secret of the Magic Crystals,2010-02-03,2010,February,Wednesday,2010s,Q1.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,148322,10078,87702,Emerging,1469,1,1,1,All Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,1,13,22,9,1,1,2,0,0,1,0,1
Wings of Prey,2010-01-08,2010,January,Friday,2010s,Q1.0,Simulation,0,0,0,0,0,0,1,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,78,High,Good,0,All ages,156931,10366,127697,Emerging,338,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,45,10,1,1,1,0,0,1,0,1
Fortix,2010-04-14,2010,April,Wednesday,2010s,Q2.0,Indie,1,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,121599,9126,74609,Emerging,801,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,11,12,10,1,1,1,0,0,1,0,1
Ignite,2011-10-28,2011,October,Friday,2010s,Q4.0,Racing,0,0,0,0,0,0,0,0,0,0,0,0,1,9.99,9.99,0.0,USD,Budget,0,Paid,59,Mid Range,Average,0,All ages,68332,6841,29234,Emerging,228,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,28,10,1,1,1,0,0,1,0,1
Land It!,2016-08-01,2016,August,Monday,2010s,Q3.0,Indie,1,0,0,1,0,0,1,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,1435,991,717,Small,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,25,10,1,1,1,0,0,1,0,1
Fortix 2,2011-05-06,2011,May,Friday,2010s,Q2.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,1.99,1.99,0.0,USD,Budget,0,Paid,74,Mid Range,Good,0,All ages,90751,7884,58468,Emerging,442,1,1,1,All Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,10,26,10,1,1,1,0,0,1,0,1
Clickr,2010-12-23,2010,December,Thursday,2010s,Q4.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,96490,8129,60441,Emerging,474,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12,75,10,1,1,1,0,0,1,0,1
Devil May Cry 4,2009-12-22,2009,December,Tuesday,2000s,Q4.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,78,High,Good,0,All ages,300411,14340,198899,Emerging,1545,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,1,1,1,1,0,1,0,1
Dark Void(tm),2010-01-19,2010,January,Tuesday,2010s,Q1.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,57,Mid Range,Average,0,All ages,44479,5520,21522,Emerging,352,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,1,1,1,0,0,1,0,1
Lost Planet: Extreme Condition Colonies Edition,2010-02-11,2010,February,Thursday,2010s,Q1.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,70,Mid Range,Good,0,All ages,49680,5833,29593,Emerging,147,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,0,0,1,0,1
Dark Void(tm) Zero,2010-04-12,2010,April,Monday,2010s,Q2.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,33897,4818,18473,Small,259,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,30,10,1,1,1,1,0,1,0,1
Dead Rising(r) 2,2010-09-27,2010,September,Monday,2010s,Q3.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,78,High,Good,17,Teen,480836,18138,380939,Popular,2262,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,4,35,50,10,1,1,1,0,0,1,0,1
Lost Planet(r) 2,2010-10-15,2010,October,Friday,2010s,Q4.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,63,Mid Range,Average,0,All ages,163387,10578,115860,Emerging,921,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,14,0,0,1,1,1,0,0,1,0,1
Ultra Street Fighter(r) IV,2014-08-07,2014,August,Thursday,2010s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,29.99,29.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,751295,22664,642072,Popular,7875,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,37,0,1,12,67,10,1,1,6,1,0,1,0,1
Dead Rising 2: Off the Record,2011-10-11,2011,October,Tuesday,2010s,Q4.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,66,Mid Range,Average,17,Teen,249296,13064,147425,Emerging,901,1,0,0,Windows Only,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,5,27,50,10,1,1,1,0,0,1,0,1
Bob Came in Pieces,2010-01-22,2010,January,Friday,2010s,Q1.0,Indie,1,0,1,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,73,Mid Range,Good,0,All ages,68870,6868,44120,Emerging,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,11,81,10,1,1,1,0,0,1,0,1
A.I.M. Racing,2010-01-22,2010,January,Friday,2010s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,1,2.99,2.99,0.0,USD,Budget,1,Free,0,Unrated,Unrated,0,All ages,17397,3452,3766,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,2,1,1,0,0,1,0,1
NecroVisioN: Lost Company,2010-02-19,2010,February,Friday,2010s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,93800,8015,19549,Small,129,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,13,0,0,2,1,2,0,0,1,0,1
Star Wolves 3: Civil War,2010-03-02,2010,March,Tuesday,2010s,Q1.0,Strategy,0,0,0,0,1,0,0,0,0,0,1,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,129670,9423,57751,Emerging,280,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,2,1,2,0,0,1,0,1
Star Wolves,2010-03-02,2010,March,Tuesday,2010s,Q1.0,Strategy,0,0,0,0,1,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,79811,7393,20446,Emerging,161,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,2,1,2,0,0,1,0,1
Star Wolves 2,2010-03-02,2010,March,Tuesday,2010s,Q1.0,Strategy,0,0,0,0,1,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,73892,7114,11299,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,0,2,1,2,0,0,1,0,1
Theatre of War,2010-07-09,2010,July,Friday,2010s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,3.99,3.99,0.0,USD,Budget,0,Paid,66,Mid Range,Average,0,All ages,95773,8099,39636,Emerging,137,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10,0,0,2,1,4,0,0,1,0,1
Theatre of War 2: Africa 1943,2010-07-09,2010,July,Friday,2010s,Q3.0,Strategy,0,0,0,0,0,0,1,0,0,0,1,0,0,8.99,8.99,0.0,USD,Budget,0,Paid,63,Mid Range,Average,0,All ages,98822,8227,34256,Emerging,0,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,19,0,0,2,1,4,0,0,1,0,1
