ResponseName,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseDay,ReleaseDecade,ReleaseQuarter,Genre,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsRPG,GenreIsFreeToPlay,GenreIsSimulation,GenreIsEarlyAccess,GenreIsMassivelyMultiplayer,GenreIsNonGame,GenreIsStrategy,GenreIsSports,GenreIsRacing,PriceInitial,PriceFinal,DiscountPct,PriceCurrency,PriceCategory,IsFree,FreeOrPaid,Metacritic,MetacriticCategory,ReviewCategory,RequiredAge,AgeRating,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,PopularityCategory,RecommendationCount,PlatformWindows,PlatformLinux,PlatformMac,PlatformCategory,PCReqsHaveMin,PCReqsHaveRec,LinuxReqsHaveMin,LinuxReqsHaveRec,MacReqsHaveMin,MacReqsHaveRec,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,CategoryIncludeSrcSDK,DLCCount,DemoCount,MovieCount,ScreenshotCount,AchievementCount,AchievementHighlightedCount,PublisherCount,DeveloperCount,PackageCount,ControllerSupport,FreeVerAvail,PurchaseAvail,SubscriptionAvail,LanguageCount
GUN(tm),2006-10-13,2006,October,Friday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,76,High,Good,17,Teen,70664,6957,43044,Emerging,351,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,1,0,0,1,0,1
Call of Duty(r),2006-10-13,2006,October,Friday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,91,High,Excellent,0,All ages,223470,12369,158007,Emerging,851,1,0,0,Windows Only,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,0,0,1,0,1
Call of Duty(r) 2,2006-10-13,2006,October,Friday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,86,High,Excellent,0,All ages,340226,15260,255573,Popular,1307,1,0,1,Two Platforms,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,2,2,4,0,0,1,0,1
Call of Duty: United Offensive,2006-10-13,2006,October,Friday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,87,High,Excellent,0,All ages,189034,11377,96311,Emerging,318,1,0,0,Windows Only,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,0,0,1,0,1
RollerCoaster Tycoon(r) 3: Platinum,2008-03-12,2008,March,Wednesday,2000s,Q1.0,Strategy,0,0,0,0,0,0,1,0,0,0,1,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,81,High,Good,0,All ages,799182,23374,722779,Popular,2579,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,2,2,2,0,0,1,0,1
Act of War: Direct Action,2008-03-12,2008,March,Wednesday,2000s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0.0,USD,Budget,0,Paid,82,High,Good,0,All ages,22598,3934,15962,Small,109,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1,0,0,1,0,1
ThreadSpace: Hyperbol,2007-07-12,2007,July,Thursday,2000s,Q3.0,Indie,1,1,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,26544,4264,5201,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,8,0,0,1,1,3,0,0,1,0,1
ARMA: Combat Operations,2008-03-12,2008,March,Wednesday,2000s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,7.99,7.99,0.0,USD,Budget,0,Paid,74,Mid Range,Good,0,All ages,45196,5564,28158,Emerging,181,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,20,0,0,1,1,1,0,0,1,0,1
X2: The Threat,2006-07-21,2006,July,Friday,2000s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,72,Mid Range,Good,0,All ages,231540,12591,54881,Emerging,183,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,3,0,0,1,0,1
X3: Reunion,2006-07-21,2006,July,Friday,2000s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,71,Mid Range,Good,0,All ages,357802,15649,139713,Emerging,280,1,1,1,All Platforms,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,11,0,0,1,1,4,0,0,1,0,1
X3: Terran Conflict,2008-10-16,2008,October,Thursday,2000s,Q4.0,Action,0,1,0,0,0,0,1,0,0,0,1,0,0,15.99,15.99,0.0,USD,Mid range,0,Paid,73,Mid Range,Good,0,All ages,544147,19294,319960,Popular,1262,1,1,1,All Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,8,12,33,10,1,1,5,0,0,1,0,1
X: Beyond the Frontier,2010-10-08,2010,October,Friday,2010s,Q4.0,Strategy,0,0,0,0,0,0,1,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,67,Mid Range,Average,0,All ages,206611,11894,54522,Emerging,136,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,3,0,0,1,0,1
X: Tension,2010-10-08,2010,October,Friday,2010s,Q4.0,Strategy,0,0,0,0,0,0,1,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,199975,11702,26006,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,3,0,0,1,0,1
X Rebirth,2013-11-15,2013,November,Friday,2010s,Q4.0,Action,0,1,0,0,0,0,1,0,0,0,0,0,0,29.99,29.99,0.0,USD,Mid range,0,Paid,33,Low,Poor,0,All ages,218806,12240,200513,Popular,5637,1,1,1,All Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,3,10,69,10,1,1,5,1,0,1,0,1
688(I) Hunter/Killer,2006-10-26,2006,October,Thursday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,40354,5257,16321,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,3,0,0,1,0,1
Fleet Command,2006-10-26,2006,October,Thursday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,40712,5281,17576,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,3,0,0,1,0,1
Sub Command,2006-10-26,2006,October,Thursday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,84,High,Good,0,All ages,38740,5151,13810,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,7,0,0,1,1,3,0,0,1,0,1
FlatOut 2(tm),2006-12-21,2006,December,Thursday,2000s,Q4.0,Racing,0,0,0,0,0,0,0,0,0,0,0,0,1,9.99,9.99,0.0,USD,Budget,0,Paid,76,High,Good,0,All ages,417346,16900,281220,Popular,2870,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,1,1,2,0,0,1,0,1
GTI Racing,2006-08-24,2006,August,Thursday,2000s,Q3.0,Racing,0,0,0,0,0,0,0,0,0,0,0,0,1,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,30669,4583,20267,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,0,1,1,1,0,0,1,0,1
Xpand Rally,2006-08-24,2006,August,Thursday,2000s,Q3.0,Racing,0,0,0,0,0,0,0,0,0,0,0,0,1,4.99,4.99,0.0,USD,Budget,0,Paid,82,High,Good,0,All ages,48245,5748,29413,Emerging,116,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,1,1,1,0,0,1,0,1
Call of Juarez(tm),2007-11-08,2007,November,Thursday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,72,Mid Range,Good,17,Teen,104381,8455,56316,Emerging,501,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,0,0,1,1,1,0,0,1,0,1
Xpand Rally Xtreme,2008-10-08,2008,October,Wednesday,2000s,Q4.0,Racing,0,0,0,0,0,0,0,0,0,0,0,0,1,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,28158,4392,10761,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1,0,0,1,0,1
Men of War: Red Tide,2009-11-01,2009,November,Sunday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,77,High,Good,0,All ages,243198,12904,74430,Emerging,228,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,2,1,4,0,0,1,0,1
Kings Bounty: Armored Princess,2009-11-19,2009,November,Thursday,2000s,Q4.0,Strategy,0,0,0,0,1,0,0,0,0,0,1,0,0,9.99,2.49,0.7508,USD,Budget,0,Paid,82,High,Good,0,All ages,369998,15913,113708,Emerging,308,1,0,1,Two Platforms,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,20,0,0,2,1,5,0,0,1,0,1
Painkiller: Black Edition,2007-01-24,2007,January,Wednesday,2000s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,2.49,0.7508,USD,Budget,0,Paid,81,High,Good,17,Teen,24033,4057,12016,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9,0,0,1,1,3,0,0,1,0,1
Genesis Rising,2007-08-06,2007,August,Monday,2000s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,57,Mid Range,Average,0,All ages,30669,4583,12734,Small,103,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
Safecracker: The Ultimate Puzzle Adventure,2007-08-29,2007,August,Wednesday,2000s,Q3.0,Adventure,0,0,1,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,69,Mid Range,Average,0,All ages,89854,7845,41788,Emerging,321,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,2,0,0,1,0,1
Painkiller Overdose,2007-10-30,2007,October,Tuesday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,1.24,0.7515,USD,Budget,0,Paid,65,Mid Range,Average,17,Teen,256111,13241,67794,Emerging,374,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,15,0,0,1,1,2,0,0,1,0,1
Bejeweled 2 Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,53805,6071,35870,Emerging,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,2,0,0,1,0,1
Chuzzle Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,37663,5079,22419,Emerging,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,1,0,1
Insaniquarium Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,86626,7703,67077,Emerging,414,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,2,0,0,1,0,1
Zuma Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,55598,6171,34614,Emerging,118,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,2,0,0,1,0,1
AstroPop Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,26544,4264,11478,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,1,0,1
Bejeweled Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,36587,5006,16141,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1,0,1
Big Money! Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,26006,4220,12196,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1,0,1
Dynomite Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,27799,4364,10402,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1,0,1
Feeding Frenzy 2 Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,124110,9219,42327,Emerging,159,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,1,0,1
Hammer Heads Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,25826,4206,9147,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,1,0,1
Heavy Weapon Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,40712,5281,18473,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,1,0,1
Iggle Pop Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,24930,4132,7712,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,1,0,1
Pizza Frenzy Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,27261,4321,10940,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,1,0,1
Rocket Mania Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,26544,4264,9147,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1,0,1
Typer Shark! Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,28158,4392,10223,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,1,0,0,1,0,1
Talismania Deluxe,2006-08-30,2006,August,Wednesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,26006,4220,8071,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,1,0,1
Peggle Deluxe,2007-03-06,2007,March,Tuesday,2000s,Q1.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,303818,14421,222752,Popular,682,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,1,1,3,0,0,1,0,1
Peggle Extreme,2007-09-11,2007,September,Tuesday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,1,Free,0,Unrated,Unrated,0,All ages,203024,11790,89675,Emerging,618,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,1
Venice Deluxe,2007-06-25,2007,June,Monday,2000s,Q2.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,24750,4117,8609,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,0,1,1,1,0,0,1,0,1
Mystery P.I.(tm) - The Lottery Ticket,2007-10-16,2007,October,Tuesday,2000s,Q4.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,27261,4321,9506,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,2,0,0,1,0,1
Amazing Adventures The Lost Tomb(tm),2007-12-13,2007,December,Thursday,2000s,Q4.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,27261,4321,8250,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,1,1,1,0,0,1,0,1
Mystery P.I.(tm) - The Vegas Heist,2008-06-05,2008,June,Thursday,2000s,Q2.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,26723,4278,8071,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,0,1,1,2,0,0,1,0,1
Amazing Adventures Around the World,2009-04-15,2009,April,Wednesday,2000s,Q2.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,25647,4191,12016,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,1,1,1,0,0,1,0,1
Peggle(tm) Nights,2008-10-15,2008,October,Wednesday,2000s,Q4.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,76,High,Good,0,All ages,209839,11986,131643,Emerging,248,1,0,1,Two Platforms,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,3,0,0,1,0,1
Bejeweled Twist,2008-11-18,2008,November,Tuesday,2000s,Q4.0,Casual,0,0,0,1,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,78,High,Good,0,All ages,36049,4969,20087,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,0,0,1,1,1,0,0,1,0,1
Mystery P.I.(tm) - The New York Fortune,2009-01-28,2009,January,Wednesday,2000s,Q1.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,24392,4087,6815,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,0,1,1,1,0,0,1,0,1
The Wizards Pen(tm),2009-02-18,2009,February,Wednesday,2000s,Q1.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,24212,4072,10402,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0,1,1,1,0,0,1,0,1
Plants vs. Zombies GOTY Edition,2009-05-05,2009,May,Tuesday,2000s,Q2.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,87,High,Excellent,0,All ages,1169180,28257,1049195,Blockbuster,6207,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,10,21,10,1,1,1,0,0,1,0,1
Escape Rosecliff Island,2009-04-15,2009,April,Wednesday,2000s,Q2.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,116398,8928,27440,Emerging,124,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,1,1,1,0,0,1,0,1
Mystery P.I. - Lost in Los Angeles,2009-07-27,2009,July,Monday,2000s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,18294,3540,7174,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,1,1,1,0,0,1,0,1
Zumas Revenge!,2009-09-15,2009,September,Tuesday,2000s,Q3.0,Action,0,1,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,78,High,Good,0,All ages,102767,8389,52011,Emerging,225,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,12,14,10,1,1,1,0,0,1,0,1
Sniper Elite,2009-07-16,2009,July,Thursday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,76,High,Good,0,All ages,421292,16979,273508,Popular,866,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,1,1,2,0,0,1,0,1
Judge Dredd: Dredd vs. Death,2009-03-26,2009,March,Thursday,2000s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,7.99,7.99,0.0,USD,Budget,0,Paid,55,Mid Range,Average,0,All ages,62772,6557,31207,Emerging,425,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,1,0,1
Evil Genius,2009-06-22,2009,June,Monday,2000s,Q2.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,75,High,Good,0,All ages,220241,12280,162849,Emerging,1195,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,0,0,1,0,1
Aliens versus Predator Classic 2000,2010-01-15,2010,January,Friday,2010s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,17,Teen,184013,11225,145453,Emerging,1084,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12,0,0,1,1,1,0,0,1,0,1
Advent Rising,2006-09-14,2006,September,Thursday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,70,Mid Range,Good,0,All ages,47169,5684,25826,Emerging,226,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
BloodRayne,2006-09-14,2006,September,Thursday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,65,Mid Range,Average,17,Teen,66718,6760,36767,Emerging,307,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,1,1,0,0,1,0,1
BloodRayne 2,2006-09-14,2006,September,Thursday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,67,Mid Range,Average,17,Teen,67256,6787,31566,Emerging,224,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,0,1,1,1,0,0,1,0,1
Psychonauts,2006-10-11,2006,October,Wednesday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,87,High,Excellent,0,All ages,1413633,31060,758828,Popular,5130,1,1,1,All Platforms,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,7,37,10,1,1,3,0,0,1,0,1
Sid Meiers Civilization(r) IV,2006-10-25,2006,October,Wednesday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,94,High,Excellent,0,All ages,1422601,31158,596158,Popular,887,1,0,1,Two Platforms,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,5,0,0,1,1,2,0,0,1,0,1
